t,rain_inches,station
2026-07-26 15:00:00+00:00,0.0,KFBG
2026-07-26 15:05:00+00:00,0.0,KFBG
2026-07-26 15:10:00+00:00,0.0,KFBG
2026-07-26 15:15:00+00:00,0.0,KACZ
2026-07-26 15:35:00+00:00,0.0,KACZ
2026-07-26 15:55:00+00:00,0.0,KFBG
2026-07-26 16:15:00+00:00,0.0,KFBG
2026-07-26 16:25:00+00:00,0.0,KFBG
2026-07-26 16:35:00+00:00,0.0,KACZ
2026-07-26 16:55:00+00:00,0.0,KFBG
2026-07-26 17:10:00+00:00,0.0,KFBG
2026-07-26 17:15:00+00:00,0.0,KACZ
2026-07-26 17:35:00+00:00,0.0,KACZ
2026-07-26 17:41:00+00:00,0.0,KFBG
2026-07-26 17:51:00+00:00,0.0,KFBG
2026-07-26 17:55:00+00:00,0.0,KFBG
2026-07-26 18:00:00+00:00,0.0,KFBG
2026-07-26 18:15:00+00:00,0.0,KACZ
2026-07-26 18:35:00+00:00,0.0,KACZ
2026-07-26 18:55:00+00:00,0.0,KFBG
2026-07-26 19:15:00+00:00,0.0,KACZ
2026-07-26 19:35:00+00:00,0.0,KACZ
2026-07-26 19:48:00+00:00,0.0,KFBG
2026-07-26 19:55:00+00:00,0.0,KFBG
2026-07-26 20:15:00+00:00,0.0,KACZ
2026-07-26 20:35:00+00:00,0.0,KACZ
2026-07-26 20:55:00+00:00,0.0,KFBG
2026-07-26 21:15:00+00:00,0.0,KACZ
2026-07-26 21:35:00+00:00,0.0,KACZ
2026-07-26 21:46:00+00:00,0.0,KFBG
2026-07-26 21:55:00+00:00,0.0,KFBG
2026-07-26 22:15:00+00:00,0.0,KACZ
2026-07-26 22:35:00+00:00,0.0,KACZ
2026-07-26 22:55:00+00:00,0.0,KFBG
2026-07-26 23:15:00+00:00,0.0,KACZ
2026-07-26 23:35:00+00:00,0.0,KACZ
2026-07-26 23:52:00+00:00,0.0,KFBG
2026-07-26 23:55:00+00:00,0.0,KFBG
2026-07-27 00:15:00+00:00,0.0,KACZ
2026-07-27 00:35:00+00:00,0.0,KACZ
2026-07-27 00:55:00+00:00,0.0,KFBG
2026-07-27 01:15:00+00:00,0.0,KACZ
2026-07-27 01:35:00+00:00,0.0,KACZ
2026-07-27 01:55:00+00:00,0.0,KFBG
2026-07-27 02:15:00+00:00,0.0,KACZ
2026-07-27 02:35:00+00:00,0.0,KACZ
2026-07-27 02:55:00+00:00,0.0,KFBG
2026-07-27 03:15:00+00:00,0.0,KACZ
2026-07-27 03:32:00+00:00,0.0,KFBG
2026-07-27 03:35:00+00:00,0.0,KACZ
2026-07-27 03:47:00+00:00,0.0,KFBG
2026-07-27 03:55:00+00:00,0.0,KFBG
2026-07-27 04:04:00+00:00,0.0,KFBG
2026-07-27 04:08:00+00:00,0.0,KFBG
2026-07-27 04:15:00+00:00,0.0,KACZ
2026-07-27 04:35:00+00:00,0.0,KACZ
2026-07-27 04:55:00+00:00,0.0,KFBG
2026-07-27 05:15:00+00:00,0.0,KACZ
2026-07-27 05:35:00+00:00,0.0,KACZ
2026-07-27 05:55:00+00:00,0.0,KFBG
2026-07-27 06:15:00+00:00,0.0,KACZ
2026-07-27 06:28:00+00:00,0.0,KFBG
2026-07-27 06:35:00+00:00,0.0,KACZ
2026-07-27 06:55:00+00:00,0.0,KFBG
2026-07-27 07:15:00+00:00,0.0,KACZ
2026-07-27 07:35:00+00:00,0.0,KACZ
2026-07-27 07:55:00+00:00,0.0,KFBG
2026-07-27 07:59:00+00:00,0.0,KFBG
2026-07-27 08:15:00+00:00,0.0,KACZ
2026-07-27 08:24:00+00:00,0.0,KFBG
2026-07-27 08:35:00+00:00,0.0,KACZ
2026-07-27 08:55:00+00:00,0.0,KFBG
2026-07-27 09:15:00+00:00,0.0,KACZ
2026-07-27 09:35:00+00:00,0.0,KACZ
2026-07-27 09:55:00+00:00,0.0,KFBG
2026-07-27 10:15:00+00:00,0.0,KACZ
2026-07-27 10:26:00+00:00,0.0,KFBG
2026-07-27 10:55:00+00:00,0.0,KFBG
2026-07-27 11:15:00+00:00,0.0,KACZ
2026-07-27 11:35:00+00:00,0.0,KACZ
2026-07-27 11:52:00+00:00,0.0,KFBG
2026-07-27 11:54:00+00:00,0.0,KFBG
2026-07-27 11:55:00+00:00,0.0,KFBG
2026-07-27 11:56:00+00:00,0.0,KFBG
2026-07-27 12:11:00+00:00,0.0,KFBG
2026-07-27 12:15:00+00:00,0.0,KACZ
2026-07-27 12:19:00+00:00,0.0,KFBG
2026-07-27 12:29:00+00:00,0.0,KFBG
2026-07-27 12:35:00+00:00,0.0,KACZ
2026-07-27 12:37:00+00:00,0.0,KFBG
2026-07-27 12:53:00+00:00,0.0,KFBG
2026-07-27 12:55:00+00:00,0.0,KFBG
2026-07-27 13:00:00+00:00,0.0,KFBG
2026-07-27 13:05:00+00:00,0.0,KFBG
2026-07-27 13:15:00+00:00,0.0,KFBG
2026-07-27 13:30:00+00:00,0.0,KFBG
2026-07-27 13:55:00+00:00,0.0,KFBG
2026-07-27 14:00:00+00:00,0.0,KFBG
2026-07-27 14:50:00+00:00,0.0,KFBG
2026-07-27 14:55:00+00:00,0.0,KFBG
2026-07-27 15:14:00+00:00,0.0,KFBG
2026-07-27 15:15:00+00:00,0.0,KACZ
2026-07-27 15:26:00+00:00,0.0,KFBG
2026-07-27 15:35:00+00:00,0.0,KACZ
2026-07-27 15:41:00+00:00,0.0,KFBG
2026-07-27 15:55:00+00:00,0.0,KFBG
2026-07-27 16:15:00+00:00,0.0,KACZ
2026-07-27 16:35:00+00:00,0.0,KACZ
2026-07-27 16:55:00+00:00,0.0,KFBG
2026-07-27 17:15:00+00:00,0.0,KACZ
2026-07-27 17:55:00+00:00,0.0,KFBG
2026-07-27 18:15:00+00:00,0.0,KACZ
2026-07-27 18:29:00+00:00,0.0,KFBG
2026-07-27 18:35:00+00:00,0.0,KACZ
2026-07-27 18:55:00+00:00,0.0,KFBG
2026-07-27 19:14:00+00:00,0.0,KFBG
2026-07-27 19:15:00+00:00,0.0,KACZ
2026-07-27 19:35:00+00:00,0.0,KACZ
2026-07-27 19:51:00+00:00,0.0,KFBG
2026-07-27 19:55:00+00:00,0.0,KFBG
2026-07-27 20:15:00+00:00,0.0,KACZ
2026-07-27 20:35:00+00:00,0.0,KACZ
2026-07-27 20:55:00+00:00,0.0,KFBG
2026-07-27 21:15:00+00:00,0.0,KACZ
2026-07-27 21:35:00+00:00,0.0,KACZ
2026-07-27 21:55:00+00:00,0.0,KFBG
2026-07-27 22:20:00+00:00,0.0,KACZ
2026-07-27 22:21:00+00:00,0.0,KFBG
2026-07-27 22:55:00+00:00,0.0,KFBG
2026-07-27 23:15:00+00:00,0.0,KACZ
2026-07-27 23:26:00+00:00,0.0,KFBG
2026-07-27 23:35:00+00:00,0.0,KACZ
2026-07-27 23:55:00+00:00,0.0,KFBG
2026-07-28 00:15:00+00:00,0.0,KACZ
2026-07-28 00:35:00+00:00,0.0,KACZ
2026-07-28 00:55:00+00:00,0.0,KFBG
2026-07-28 01:35:00+00:00,0.0,KACZ
2026-07-28 01:55:00+00:00,0.0,KFBG
2026-07-28 02:55:00+00:00,0.0,KFBG
2026-07-28 03:15:00+00:00,0.0,KACZ
2026-07-28 03:55:00+00:00,0.0,KFBG
2026-07-28 04:15:00+00:00,0.0,KACZ
2026-07-28 04:35:00+00:00,0.0,KACZ
2026-07-28 04:55:00+00:00,0.0,KFBG
2026-07-28 05:00:00+00:00,0.0,KACZ
2026-07-28 05:15:00+00:00,0.0,KACZ
2026-07-28 05:35:00+00:00,0.0,KACZ
2026-07-28 05:55:00+00:00,0.0,KFBG
2026-07-28 06:15:00+00:00,0.0,KACZ
2026-07-28 06:35:00+00:00,0.0,KACZ
2026-07-28 06:55:00+00:00,0.0,KFBG
2026-07-28 07:15:00+00:00,0.0,KACZ
2026-07-28 07:35:00+00:00,0.0,KACZ
2026-07-28 07:55:00+00:00,0.0,KFBG
2026-07-28 08:15:00+00:00,0.0,KACZ
2026-07-28 08:35:00+00:00,0.0,KACZ
2026-07-28 08:55:00+00:00,0.0,KFBG
2026-07-28 09:15:00+00:00,0.0,KACZ
2026-07-28 09:35:00+00:00,0.0,KACZ
2026-07-28 09:55:00+00:00,0.0,KFBG
2026-07-28 10:15:00+00:00,0.0,KACZ
2026-07-28 10:35:00+00:00,0.0,KACZ
2026-07-28 10:40:00+00:00,0.0,KFBG
2026-07-28 10:55:00+00:00,0.0,KFBG
2026-07-28 11:15:00+00:00,0.0,KACZ
2026-07-28 11:35:00+00:00,0.0,KACZ
2026-07-28 11:55:00+00:00,0.0,KFBG
2026-07-28 12:15:00+00:00,0.0,KACZ
2026-07-28 12:33:00+00:00,0.0,KFBG
2026-07-28 12:35:00+00:00,0.0,KACZ
2026-07-28 12:55:00+00:00,0.0,KFBG
2026-07-28 13:15:00+00:00,0.0,KACZ
2026-07-28 13:35:00+00:00,0.0,KACZ
2026-07-28 13:48:00+00:00,0.0,KFBG
2026-07-28 13:55:00+00:00,0.0,KFBG
2026-07-28 14:15:00+00:00,0.0,KACZ
2026-07-28 14:35:00+00:00,0.0,KACZ
2026-07-28 14:55:00+00:00,0.0,KFBG
2026-07-28 15:15:00+00:00,0.0,KACZ
2026-07-28 15:35:00+00:00,0.0,KACZ
2026-07-28 15:55:00+00:00,0.0,KFBG
2026-07-28 16:35:00+00:00,0.0,KACZ
2026-07-28 16:55:00+00:00,0.0,KFBG
2026-07-28 17:15:00+00:00,0.0,KACZ
2026-07-28 17:35:00+00:00,0.0,KACZ
2026-07-28 17:55:00+00:00,0.0,KFBG
2026-07-28 18:12:00+00:00,0.0,KFBG
2026-07-28 18:15:00+00:00,0.0,KACZ
2026-07-28 18:23:00+00:00,0.0,KFBG
2026-07-28 18:34:00+00:00,0.0,KFBG
2026-07-28 18:35:00+00:00,0.0,KFBG
2026-07-28 18:55:00+00:00,0.0,KFBG
2026-07-28 19:15:00+00:00,0.0,KACZ
2026-07-28 19:25:00+00:00,0.0,KFBG
2026-07-28 19:35:00+00:00,0.0,KACZ
2026-07-28 19:55:00+00:00,0.0,KFBG
2026-07-28 20:15:00+00:00,0.0,KACZ
2026-07-28 20:35:00+00:00,0.0,KACZ
2026-07-28 20:55:00+00:00,0.0,KFBG
2026-07-28 21:15:00+00:00,0.0,KACZ
2026-07-28 21:33:00+00:00,0.0,KFBG
2026-07-28 21:35:00+00:00,0.0,KACZ
2026-07-28 21:55:00+00:00,0.0,KFBG
2026-07-28 22:15:00+00:00,0.0,KACZ
2026-07-28 22:35:00+00:00,0.0,KACZ
2026-07-28 22:47:00+00:00,0.0,KFBG
2026-07-28 22:55:00+00:00,0.0,KFBG
2026-07-28 23:15:00+00:00,0.0,KACZ
2026-07-28 23:35:00+00:00,0.0,KACZ
2026-07-28 23:52:00+00:00,0.0,KFBG
2026-07-28 23:55:00+00:00,0.0,KFBG
2026-07-29 00:15:00+00:00,0.0,KACZ
2026-07-29 00:35:00+00:00,0.0,KACZ
2026-07-29 00:55:00+00:00,0.0,KFBG
2026-07-29 01:15:00+00:00,0.0,KACZ
2026-07-29 01:35:00+00:00,0.0,KACZ
2026-07-29 01:55:00+00:00,0.0,KFBG
2026-07-29 02:15:00+00:00,0.0,KACZ
2026-07-29 02:35:00+00:00,0.0,KACZ
2026-07-29 02:55:00+00:00,0.0,KACZ
2026-07-29 03:15:00+00:00,0.0,KACZ
2026-07-29 03:35:00+00:00,0.1496062992125984,KACZ
2026-07-29 04:15:00+00:00,0.0,KACZ
2026-07-29 04:35:00+00:00,0.3307086614173228,KACZ
2026-07-29 05:15:00+00:00,0.0,KACZ
2026-07-29 05:35:00+00:00,0.0,KACZ
2026-07-29 06:15:00+00:00,0.0118110236220472,KACZ
2026-07-29 06:35:00+00:00,0.0118110236220472,KACZ
2026-07-29 07:15:00+00:00,0.0,KACZ
2026-07-29 07:35:00+00:00,0.0,KACZ
2026-07-29 08:15:00+00:00,0.0,KACZ
2026-07-29 08:35:00+00:00,0.0,KACZ
2026-07-29 09:15:00+00:00,0.0,KACZ
2026-07-29 09:35:00+00:00,0.0,KACZ
2026-07-29 10:15:00+00:00,0.0,KACZ
2026-07-29 10:35:00+00:00,0.0,KACZ
2026-07-29 10:55:00+00:00,0.0,KACZ
2026-07-29 11:15:00+00:00,0.0,KACZ
2026-07-29 11:35:00+00:00,0.0,KACZ
2026-07-29 12:15:00+00:00,0.0,KACZ
2026-07-29 12:35:00+00:00,0.0,KACZ
2026-07-29 12:55:00+00:00,0.0,KACZ
2026-07-29 13:15:00+00:00,0.0,KACZ
2026-07-29 13:35:00+00:00,0.0,KACZ
2026-07-29 14:15:00+00:00,0.0,KACZ
2026-07-29 14:35:00+00:00,0.0,KACZ
2026-07-29 15:15:00+00:00,0.0,KACZ
2026-07-29 15:35:00+00:00,0.0,KACZ
2026-07-29 15:55:00+00:00,0.0,KACZ
2026-07-29 16:15:00+00:00,0.0,KACZ
2026-07-29 16:35:00+00:00,0.0,KACZ
